customer_id,is_corrupted,error_types
C00413,0,
C00414,1,missing|semantic
C00415,0,
C00416,0,
C00417,1,missing
C00418,0,
C00419,0,
C-001,1,format|semantic
C00421,0,
C00422,0,
C00423,0,
C00701,1,duplicate
C00425,0,
C00426,0,
C00427,0,
C00428,0,
C00429,0,
C00430,0,
C00431,1,inconsistent
C00432,0,
C00433,1,invalid|wrong_type
C00434,1,duplicate
C00435,0,
C00436,0,
C00437,0,
C00438,0,
C00439,0,
C00440,1,invalid
C00441,0,
C00442,0,
C00443,0,
C00444,0,
C00445,1,outlier
C00446,0,
C00447,0,
C00448,0,
C00449,0,
C00450,0,
C01843,1,duplicate
C00452,0,
C00453,1,format|wrong_type
C00454,0,
C00455,0,
C00456,0,
C00457,1,missing
C00458,0,
C00459,0,
C00460,0,
C00461,0,
C00462,0,
C00463,0,
C00464,0,
C00465,0,
C00466,0,
C00467,0,
C00468,0,
C00469,0,
C00470,0,
C00471,0,
C00472,0,
C00473,0,
C00474,0,
123,1,format
C00476,0,
C00477,1,missing
C00478,0,
C00479,0,
C00480,0,
C00481,0,
C00482,0,
C00483,0,
C00484,1,inconsistent
C00485,1,outlier
C00486,0,
C00487,1,semantic|wrong_type
C00488,0,
C00489,0,
C00490,0,
C00491,1,wrong_type
C00492,0,
C00493,1,wrong_type
C00494,0,
C00495,0,
C00496,0,
C00497,1,outlier
C00498,1,format|missing
C00499,0,
C00500,1,inconsistent
C00501,0,
C01205,1,duplicate
C00503,0,
C00504,0,
C00505,0,
C00506,0,
C00507,0,
C00508,0,
C00509,1,inconsistent
C00510,0,
C00511,1,format
C00512,0,
C00513,0,
C00514,0,
C00515,0,
C00516,0,
C00517,0,
C00518,0,
C00519,0,
C00520,0,
C00521,0,
C00522,0,
C00523,1,outlier|wrong_type
C00524,0,
C00525,0,
C00526,0,
C00527,1,inconsistent
C00528,1,format|inconsistent
C00529,0,
C00530,0,
C00531,0,
C00532,0,
C00533,0,
C00534,0,
C00535,0,
C00536,0,
C00537,1,inconsistent|outlier
C00538,0,
C00539,0,
C00540,1,semantic|wrong_type
C00541,0,
C00542,0,
C00543,0,
C00544,1,missing
C00545,0,
C00546,0,
C00547,0,
C00548,0,
C00549,0,
C00550,0,
C00551,0,
C00552,0,
C00553,0,
C00554,0,
C00555,0,
C00556,0,
C00557,1,format
C00558,0,
C00559,1,inconsistent|missing
C00560,1,inconsistent
C00561,0,
C00562,0,
C00563,1,missing
C00564,0,
C00565,0,
C00566,1,inconsistent|semantic
C00567,0,
C00568,0,
C00569,0,
C00570,1,inconsistent
C00571,0,
C00572,0,
C00573,0,
C00574,0,
C00575,0,
C00576,0,
C00577,1,semantic
C00578,0,
C00579,0,
C00580,1,invalid
C00581,1,duplicate|outlier
C00582,1,format
C00583,1,wrong_type
C00584,1,inconsistent|invalid
C00585,0,
C00586,0,
C00587,0,
C00588,0,
C00589,0,
C00590,0,
C00591,1,inconsistent|outlier
C00867,1,duplicate|wrong_type
C00593,0,
C00594,1,format
C00595,1,semantic
C00596,0,
C00597,0,
C00598,0,
C00599,1,invalid
C00600,0,
C00601,0,
C00602,1,wrong_type
C00603,1,missing
C00604,0,
C00605,0,
C00606,0,
C00607,0,
C00608,0,
C00609,1,invalid|wrong_type
C00610,0,
C00611,0,
C00612,0,
C00613,1,invalid
C00614,0,
C00615,1,format|wrong_type
C00616,0,
C00617,1,missing|semantic
C00618,1,wrong_type
C00619,0,
C00620,1,wrong_type
C00621,0,
C00622,1,missing|semantic|wrong_type
C00623,0,
C00624,0,
C00625,0,
C00626,0,
C00627,1,format|semantic|wrong_type
C00628,0,
C00629,1,semantic
C00630,0,
C00631,0,
C00632,0,
C00633,0,
C00634,0,
C00635,0,
C00636,1,missing|semantic
C00637,1,outlier
C00638,1,inconsistent
C00639,0,
C00640,0,
C00641,0,
C00642,0,
C00643,0,
C00644,0,
C00645,0,
C00646,0,
C00647,0,
C00648,0,
C00649,0,
C00650,0,
C00651,0,
C00652,0,
C00653,0,
C00654,0,
C00655,0,
C00656,0,
C00657,0,
C00658,1,inconsistent|semantic
C00659,0,
C00660,0,
C00661,0,
C00662,0,
C00663,0,
C00664,0,
C00665,0,
C00666,0,
C00667,1,semantic
C00668,0,
C00669,0,
C00670,1,inconsistent|invalid|outlier
C00671,1,inconsistent|semantic
C00672,0,
C00673,1,invalid|wrong_type
C00674,0,
C00675,1,invalid
C01130,1,duplicate
C00677,1,inconsistent|invalid|semantic
C00678,1,duplicate|format|missing|wrong_type
C00679,0,
C00680,0,
C00681,1,semantic
C00682,1,missing|outlier
C00683,0,
C00684,0,
C00685,0,
C00686,1,missing
C00687,0,
C00688,0,
C00689,1,semantic
C00690,1,invalid
C01998,1,duplicate
C00692,0,
C00693,0,
C00434,1,duplicate
C00695,1,format
C00696,0,
C00697,0,
C00698,0,
C00699,1,wrong_type
C00700,0,
C00701,1,duplicate
C00702,0,
C00703,0,
C00704,1,format|invalid|wrong_type
C00705,0,
C00706,0,
C00707,0,
C00708,0,
C00709,0,
C00710,1,missing
C00711,0,
C00712,0,
C00713,0,
C00714,0,
C00715,0,
C00716,0,
C00717,0,
C00718,1,semantic
C00719,0,
C00720,0,
C00721,0,
C00722,1,format|semantic
C00723,0,
C00724,1,wrong_type
C00725,0,
C00726,0,
C00727,0,
C00728,1,missing
C00729,1,format|invalid
C00730,1,outlier
C00731,0,
C00732,0,
C00733,0,
C00734,0,
C01364,1,duplicate|missing|outlier
C00736,0,
C00737,0,
C00738,0,
C00739,1,missing
C00740,1,inconsistent
C00741,0,
C00742,0,
C00743,1,wrong_type
C00744,0,
C00745,1,wrong_type
C00746,1,invalid
C00747,1,semantic
CUST_999,1,format
C00749,0,
C00750,0,
C00751,0,
C00752,0,
C00753,0,
C00754,1,invalid|wrong_type
C00755,1,missing|wrong_type
C00756,0,
C00757,1,missing|semantic
C00758,1,duplicate|missing|outlier
C00759,1,format
C00760,0,
C00761,0,
C00762,1,format
C00763,1,inconsistent
C00764,1,outlier
C00765,0,
C00766,0,
C00767,0,
C00768,1,invalid|outlier|semantic
C00769,0,
C00770,1,inconsistent|semantic
C00771,0,
C00772,0,
C00773,0,
C00774,0,
C00775,0,
C00776,0,
C00777,0,
C00778,0,
C00779,0,
C00780,0,
C00781,0,
C00782,0,
C00783,0,
C00784,0,
C00785,0,
C00786,1,outlier
C00787,1,format|inconsistent
C00788,0,
C00789,0,
C00790,0,
C00791,0,
C00792,0,
C00793,0,
C00794,1,format|inconsistent|semantic
C00795,1,invalid
C00796,0,
C00797,0,
C00798,0,
C00799,0,
C00800,0,
C00801,1,outlier
C00802,0,
C00803,0,
C00804,0,
C00805,0,
C00806,0,
C00807,0,
C00808,0,
C00809,0,
C00810,0,
C00811,0,
C00812,0,
C00813,0,
C00814,1,format|missing
C00815,0,
C00816,0,
C00817,0,
C00818,0,
C00819,0,
C00820,0,
C00821,0,
C00822,0,
C00823,0,
C00824,0,
C00825,1,duplicate
C00826,0,
C00827,1,invalid
C00828,1,format|wrong_type
C00829,1,format|semantic
C00830,0,
C00831,0,
C00832,1,format
C00833,1,wrong_type
C00834,1,format|semantic
C00835,0,
C00836,0,
C00837,0,
C00838,0,
C00839,0,
C00840,0,
C00841,0,
C00842,0,
C00843,0,
C00844,0,
C00845,1,missing|wrong_type
C00846,1,invalid|outlier
C00847,1,duplicate
C00848,0,
C00849,0,
C01322,1,duplicate
C00851,0,
C00852,0,
C00853,1,semantic
C00854,0,
C00855,1,format|wrong_type
C00856,0,
C00857,0,
ABC123,1,format
C00859,0,
C00860,0,
C00861,1,semantic
C00862,0,
C00863,0,
C-001,1,format|inconsistent|missing
C00865,0,
C00866,0,
C00867,1,duplicate|wrong_type
C00868,0,
C00869,1,duplicate|inconsistent|semantic
C00870,0,
C00871,0,
C00872,0,
C00873,0,
C00874,1,missing
C00875,0,
C00876,0,
C00877,0,
C00878,0,
C00879,0,
C00880,0,
C00881,0,
C00882,0,
C00883,1,invalid|missing|wrong_type
C00884,0,
C00885,0,
C00886,1,semantic
C00887,0,
C00888,1,format|invalid
C00889,0,
C00890,1,outlier
C00891,1,format
C00892,1,inconsistent
C00893,0,
C00894,1,outlier
C00895,1,semantic
C00896,1,invalid|missing
C00897,0,
C00898,0,
C00899,1,invalid
C00900,0,
C00901,0,
C00902,0,
C00903,0,
C00904,0,
C00905,0,
CUST_999,1,format
C00907,0,
C00908,0,
C00909,1,format|missing
C00910,0,
C00911,0,
C00912,0,
C00913,0,
C00914,1,duplicate|inconsistent
C00915,1,format|semantic
C00916,1,format|semantic
C00917,1,outlier
C00918,0,
C00919,0,
C00920,0,
C00921,0,
C00922,1,inconsistent|wrong_type
C00923,1,wrong_type
C00924,0,
C00925,0,
C00926,1,missing|semantic|wrong_type
C00927,0,
C00928,1,missing|outlier
C00929,1,invalid
C00930,0,
C00931,0,
C00932,0,
C00914,1,duplicate|inconsistent
C00934,0,
C00935,0,
C00936,1,missing|outlier|wrong_type
C00937,0,
C00938,0,
C00939,0,
C00940,0,
C00941,0,
C00942,0,
C00943,0,
C00944,0,
C00945,0,
C00946,1,wrong_type
C00947,0,
C00948,0,
CUST_999,1,format
C00950,0,
C00951,0,
C00952,0,
C00953,0,
C00954,0,
C00955,0,
C00956,0,
C00957,1,format|outlier
C00958,0,
C00959,0,
C00960,0,
C00961,0,
C00962,0,
C00963,1,wrong_type
C00964,0,
C00965,0,
C00966,1,outlier
C00967,0,
C00968,0,
C00969,0,
C00288,1,duplicate
C00971,1,invalid
C00972,1,format
C00973,0,
C00974,0,
C00975,1,duplicate
C00976,0,
C00977,0,
C00978,0,
C00979,0,
C00980,0,
C00981,0,
C00982,0,
C00983,0,
C00984,0,
C00985,1,missing
C00986,0,
C00987,0,
C00988,0,
C00989,1,missing
C00990,0,
C00991,1,missing
C00992,0,
C00993,0,
C00994,0,
C00995,0,
C-001,1,format
C00997,0,
C00998,0,
C00999,0,
C01000,0,
123,1,format
C01002,0,
C01003,0,
C01004,0,
C01005,0,
CUST_999,1,format|outlier
C01007,0,
C01008,0,
C01009,0,
C01010,1,missing
C01011,1,semantic
C01012,0,
C01013,0,
C01014,1,semantic|wrong_type
C01015,0,
C01016,0,
C-001,1,format|inconsistent|semantic
C01018,1,outlier|wrong_type
C01019,0,
C01020,0,
C01021,0,
C01022,0,
C01023,0,
C01024,1,semantic
C01025,0,
C01026,0,
C01027,0,
C01028,1,missing|wrong_type
C01029,0,
C01030,1,outlier
C01031,0,
C01032,0,
C01033,0,
C01034,1,wrong_type
C01035,0,
C01036,0,
C01037,1,wrong_type
C01038,0,
C01039,0,
C01040,1,format|missing
C01041,0,
C01042,1,format|inconsistent|wrong_type
C01043,1,invalid|semantic
C01044,0,
C01045,0,
C01046,1,invalid|missing|wrong_type
C01047,1,outlier|wrong_type
C01048,0,
C01049,0,
C01050,1,wrong_type
C01051,0,
C01052,1,inconsistent
C01053,0,
C01054,1,duplicate|inconsistent
C01055,0,
C01056,1,missing
C01057,0,
C01058,0,
C01059,0,
C01060,0,
C01061,1,invalid
C01062,1,invalid
C01063,1,outlier|semantic
C01064,0,
C01065,1,semantic
C01066,0,
C01067,0,
C01068,0,
C01069,0,
C01070,0,
C01071,0,
C01072,0,
C01073,1,wrong_type
C01074,0,
C00678,1,duplicate|format|missing|wrong_type
C01076,0,
C01077,0,
C01078,1,wrong_type
C01079,1,format|outlier
C01080,0,
C01081,0,
C01082,1,format|semantic
C01083,0,
C01084,0,
C01085,0,
C01086,0,
C01087,0,
C01088,0,
C01089,0,
C01090,0,
C01091,1,invalid|wrong_type
C01092,0,
C01093,0,
C01094,0,
C01095,0,
C01096,0,
C01097,0,
C01098,1,missing
C01099,0,
C01100,0,
C01101,0,
C01102,0,
C01103,0,
C01104,0,
C01105,0,
C01106,0,
C01107,0,
C01108,0,
C01109,0,
C01110,0,
C01111,0,
C01112,0,
C01113,1,invalid
C01114,1,inconsistent|invalid|wrong_type
C01115,0,
C01116,0,
C01117,0,
C01118,0,
C01119,1,inconsistent|outlier|semantic
C01120,0,
C01121,0,
C01122,1,invalid
C01123,0,
C01124,0,
C01125,0,
C01126,1,missing
C01127,0,
C01128,0,
C01129,0,
C01130,1,duplicate
C01131,1,semantic
C01132,0,
C01133,0,
C01134,0,
C01135,0,
C01136,1,outlier
C01137,0,
C01138,0,
C01139,1,missing
C01140,0,
C01141,0,
C01142,0,
C01143,0,
C01144,1,invalid
C01145,1,semantic|wrong_type
C01146,1,format|wrong_type
C01147,1,outlier|wrong_type
C01148,1,format
C01149,0,
C01150,0,
C01151,0,
C00030,1,duplicate
C01153,0,
C01154,0,
C01155,1,wrong_type
C01156,0,
C01157,0,
C01158,0,
C01159,0,
C01160,0,
C01161,1,invalid
C01162,0,
C01163,0,
C01164,0,
C01165,0,
C01166,1,format|missing|outlier
C01167,0,
C01168,0,
C01169,1,format|invalid
C01170,0,
C01171,0,
C01172,1,missing
C01173,0,
C01174,0,
C01175,0,
C01176,0,
C01177,1,semantic
C01178,1,outlier
C01179,0,
C01180,1,semantic
C01181,0,
C01182,0,
C01183,0,
C01184,0,
C01763,1,duplicate
C01186,1,format
C01187,0,
C01188,0,
C01189,1,format|semantic
C01190,0,
C01191,0,
C01192,0,
C01193,0,
C01194,0,
123,1,format|invalid|semantic
C01196,0,
C01197,0,
C01198,0,
C01199,1,format|outlier
C01200,0,
C01201,1,format
C01202,1,missing
C01203,0,
C01204,1,inconsistent
C01205,1,duplicate
C01206,0,
C01207,0,
C01208,0,
C01209,0,
C01210,0,
C01211,0,
C01212,1,invalid|outlier
C01213,0,
C01214,0,
C01215,0,
C01216,0,
CUST_999,1,format
C01218,0,
C01219,0,
C01220,1,format|outlier
C01221,1,inconsistent|invalid
C01222,0,
C01223,0,
C01224,1,format|invalid|wrong_type
C01225,0,
C01226,0,
C01227,0,
C01228,1,semantic
C01229,1,inconsistent
C01230,0,
C01231,0,
C01232,1,inconsistent|outlier|wrong_type
C01233,0,
C01234,0,
C01235,0,
C01236,0,
C01237,0,
C01238,0,
C01239,0,
C01240,0,
C01241,0,
C01242,0,
C01243,0,
C01244,0,
C01245,0,
C01246,0,
C01247,0,
C01248,0,
C01249,1,format|outlier|semantic
C01250,0,
C01251,0,
C01252,1,missing|wrong_type
C01253,0,
C01254,0,
C01255,1,semantic
C01256,0,
C01257,0,
C01258,0,
C01259,0,
C01260,1,semantic
C01261,1,missing|wrong_type
C01262,1,invalid
C01263,1,inconsistent
C01264,0,
C01265,0,
C01266,0,
C01267,0,
C01268,0,
C01269,0,
C01270,0,
C01271,1,invalid|wrong_type
C01272,0,
C01273,0,
C01274,0,
C01275,1,invalid
C01276,0,
C01277,0,
C01278,0,
C01279,1,missing
C01280,0,
C01281,0,
C01282,1,wrong_type
C01283,0,
C01284,0,
C01285,0,
C01286,1,inconsistent
C01287,0,
C01288,0,
C01289,0,
C01290,0,
C01291,0,
C01292,0,
C01293,0,
C01294,0,
C01295,0,
C01296,0,
C01297,0,
C01298,0,
C01299,1,duplicate
C01300,0,
C01301,0,
C01302,0,
C01303,0,
C01304,1,invalid
C01305,1,wrong_type
C01306,0,
C01307,1,format
C01308,0,
C01309,0,
C01310,0,
C01311,0,
C01312,0,
C01313,0,
C01314,0,
C01315,0,
C01316,0,
C01317,0,
C01318,0,
C01319,0,
C01320,0,
C01321,0,
C01322,1,duplicate
C01323,0,
C01324,1,missing
C01325,1,invalid|missing
C01326,0,
C01327,0,
ABC123,1,format|invalid
C01329,0,
C01330,0,
C01331,0,
C01332,0,
C01333,0,
C01334,1,inconsistent
C01335,0,
C01336,0,
C01337,0,
C01338,0,
C01339,1,outlier|wrong_type
C01340,0,
C01341,1,inconsistent
C01342,1,format|invalid|missing
C01343,0,
C01344,0,
C01345,0,
C01346,0,
C01347,0,
C01348,1,invalid
C01349,0,
C01350,1,format|wrong_type
C01351,0,
C01352,0,
C01353,0,
C01354,0,
C01355,1,format|inconsistent|wrong_type
C01356,0,
C01357,0,
C01358,0,
C01359,1,invalid
C01360,1,invalid|semantic
C01361,0,
C00090,1,duplicate|outlier
C01363,0,
C01364,1,duplicate|missing|outlier
C01365,0,
C01366,0,
C01367,0,
C01368,0,
ABC123,1,format|semantic
C01370,0,
C01371,1,outlier
C01372,0,
C01373,0,
C01374,0,
C01375,0,
C01376,0,
C01377,0,
C01378,0,
C01379,0,
C01380,0,
C01381,0,
C01382,0,
C01383,1,outlier|semantic|wrong_type
C01384,0,
C01385,0,
C01386,0,
C01387,0,
C01388,0,
C01389,1,inconsistent
C01390,1,format
C01391,0,
C01392,1,inconsistent
C01393,1,missing
C01394,1,missing
C01395,0,
C01396,0,
C01397,1,format|outlier|wrong_type
C01398,0,
C01399,1,invalid|wrong_type
C01400,0,
C01401,0,
C01402,1,inconsistent
C01403,0,
C01404,0,
C01405,1,outlier|semantic
C01406,0,
C01407,0,
C01408,0,
C01409,0,
C01410,1,semantic
C01411,0,
C01412,0,
C01413,0,
C01414,0,
C01415,0,
C01416,0,
C01417,0,
C01418,0,
C01419,0,
C01420,1,inconsistent|outlier
C01421,1,outlier|wrong_type
C01422,0,
C01423,0,
C01424,0,
C01425,0,
C01426,0,
C01427,0,
C01428,0,
C01429,0,
C01430,1,inconsistent
C01431,0,
C01432,0,
C01433,1,outlier
C01434,0,
C01435,0,
C01436,0,
C01437,0,
C01438,0,
C01439,0,
C01440,0,
C01441,1,format
C01442,0,
C01443,0,
C01444,0,
C01445,0,
C01446,0,
C01447,0,
C01448,0,
C01449,0,
ABC123,1,format|inconsistent|wrong_type
C01451,1,missing
C01452,1,wrong_type
C01453,0,
C01454,0,
C01455,0,
C01456,1,outlier
C01457,0,
C01458,1,wrong_type
C01459,0,
C01460,0,
C01461,1,semantic
C01462,0,
C01463,0,
C01464,0,
C00869,1,duplicate|inconsistent|semantic
C01466,0,
C01467,0,
C01909,1,duplicate|wrong_type
C01469,0,
C01470,1,invalid|missing|semantic
C01471,1,format|semantic
C01472,0,
C01473,0,
C01474,1,missing
C01475,0,
C01476,0,
C01477,0,
C01478,0,
C01479,0,
C01480,0,
C01481,0,
C01482,0,
C01483,1,missing
C01484,0,
C01485,0,
C01486,0,
C01487,0,
C01488,0,
C01489,1,invalid|semantic
C01490,0,
C01491,1,format
C01492,0,
C01493,0,
C01494,0,
C01495,0,
C01496,0,
C01497,1,duplicate
C01498,0,
C01499,0,
C01500,0,
C01501,0,
C01502,0,
C01503,1,outlier|semantic
C01504,1,semantic|wrong_type
C01505,0,
C01506,0,
C01507,0,
C01508,0,
C01509,1,invalid
C01510,1,missing|outlier
C01511,0,
C01512,0,
C01513,0,
C01514,1,invalid|wrong_type
C01515,1,semantic
C01516,0,
C01517,0,
C01518,0,
C01519,0,
C01520,1,outlier
C01521,0,
CUST_999,1,format
C01523,0,
C00847,1,duplicate
C01525,0,
C01526,0,
C01527,0,
C01528,0,
C01299,1,duplicate
C01530,0,
C01531,0,
C01532,1,wrong_type
C01533,0,
C01534,0,
C01535,0,
C01536,0,
C01537,0,
C01538,0,
C01539,0,
C01540,0,
C01541,0,
C01542,1,inconsistent
C01543,0,
C01544,0,
C01545,0,
C01546,0,
C01547,0,
C01548,0,
C01549,1,invalid
C01550,1,format
C01551,0,
C01552,0,
C01553,0,
C01554,1,outlier
C01555,1,invalid|missing
C01556,0,
C01557,0,
C01558,0,
C01559,0,
C01560,0,
C01561,1,format|invalid
C01562,1,invalid|missing
C01563,0,
C01564,0,
C01565,0,
C01566,1,format|wrong_type
C01567,1,wrong_type
C01568,0,
CUST_999,1,format
C01570,0,
C01571,0,
C01572,0,
C01573,1,inconsistent|invalid
C01574,0,
C01575,0,
C01576,0,
C01577,0,
C01578,0,
C01579,0,
C01580,0,
C01581,0,
C01582,0,
C-001,1,format|wrong_type
C01584,0,
C01585,1,missing
C01586,1,semantic
C01587,0,
C01588,0,
C01589,1,invalid
C01590,1,inconsistent|invalid|outlier
C01591,1,format
C01592,0,
C01593,0,
C01594,0,
C01595,1,semantic
C01596,1,inconsistent|invalid
C01597,0,
C01598,0,
C01599,0,
C01600,0,
C01601,0,
C01602,0,
C01603,1,missing|outlier|semantic
C01604,0,
C01605,1,inconsistent
C01606,1,missing|outlier|semantic
C01607,0,
C01608,0,
C01609,0,
C01610,0,
C01611,0,
C01612,0,
C01613,0,
C01614,0,
C01615,1,invalid
C01616,0,
C01617,0,
C01618,1,inconsistent
C01619,1,wrong_type
C01620,0,
C01621,1,outlier|semantic|wrong_type
C01622,0,
C01623,0,
C01624,0,
C01625,0,
C01626,0,
C01627,1,invalid
C01628,0,
C01629,0,
C01630,0,
C01631,0,
C01632,0,
C00975,1,duplicate
C01634,0,
C01635,0,
C01636,0,
C01637,1,inconsistent|invalid
C01497,1,duplicate
C01639,1,invalid|wrong_type
C01640,0,
C01641,0,
C-001,1,format|missing
C01643,0,
C01644,0,
C01645,0,
C01646,1,invalid|missing|outlier
C01647,1,inconsistent|invalid|outlier
C01648,0,
C01649,0,
